UNIQUE_EVENT,SCIENTIFIC_NAME,n_JUV,n_AD,n_TOTAL
HS201250-QCI11,ONCORHYNCHUS TSHAWYTSCHA,43,3,46
HS201250-QCI12,ONCORHYNCHUS GORBUSCHA,2,0,2
HS201250-QCI12,ONCORHYNCHUS KETA,3,0,3
HS201250-QCI12,ONCORHYNCHUS KISUTCH,2,14,16
HS201250-QCI12,ONCORHYNCHUS MYKISS,0,0,0
HS201250-QCI12,ONCORHYNCHUS NERKA,19,0,19
HS201250-QCI12,ONCORHYNCHUS TSHAWYTSCHA,347,1,348
HS201250-QCI13,ONCORHYNCHUS GORBUSCHA,0,1,1
HS201250-QCI13,ONCORHYNCHUS KETA,1,0,1
HS201250-QCI13,ONCORHYNCHUS KISUTCH,0,1,1
HS201250-QCI13,ONCORHYNCHUS MYKISS,0,0,0
HS201250-QCI13,ONCORHYNCHUS NERKA,1,0,1
HS201250-QCI13,ONCORHYNCHUS TSHAWYTSCHA,13,1,14
HS201250-QCI14,ONCORHYNCHUS GORBUSCHA,4,1,5
HS201250-QCI14,ONCORHYNCHUS KETA,3,0,3
HS201250-QCI14,ONCORHYNCHUS KISUTCH,5,0,5
HS201250-QCI14,ONCORHYNCHUS MYKISS,0,0,0
HS201250-QCI14,ONCORHYNCHUS NERKA,6,0,6
HS201250-QCI14,ONCORHYNCHUS TSHAWYTSCHA,11,1,12
HS201250-QCSD01,ONCORHYNCHUS GORBUSCHA,9,0,9
HS201250-QCSD01,ONCORHYNCHUS KETA,1,0,1
HS201250-QCSD01,ONCORHYNCHUS KISUTCH,0,0,0
HS201250-QCSD01,ONCORHYNCHUS MYKISS,0,0,0
HS201250-QCSD01,ONCORHYNCHUS NERKA,8,0,8
HS201250-QCSD01,ONCORHYNCHUS TSHAWYTSCHA,0,0,0
HS201250-QCSD02,ONCORHYNCHUS GORBUSCHA,5,0,5
HS201250-QCSD02,ONCORHYNCHUS KETA,0,0,0
HS201250-QCSD02,ONCORHYNCHUS KISUTCH,0,0,0
HS201250-QCSD02,ONCORHYNCHUS MYKISS,0,0,0
HS201250-QCSD02,ONCORHYNCHUS NERKA,1,0,1
HS201250-QCSD02,ONCORHYNCHUS TSHAWYTSCHA,0,0,0
HS201250-QCSD03,ONCORHYNCHUS GORBUSCHA,931,0,931
HS201250-QCSD03,ONCORHYNCHUS KETA,454,0,454
HS201250-QCSD03,ONCORHYNCHUS KISUTCH,0,0,0
HS201250-QCSD03,ONCORHYNCHUS MYKISS,0,0,0
HS201250-QCSD03,ONCORHYNCHUS NERKA,337,0,337
HS201250-QCSD03,ONCORHYNCHUS TSHAWYTSCHA,0,0,0
HS201250-QCSD07,ONCORHYNCHUS GORBUSCHA,26,0,26
HS201250-QCSD07,ONCORHYNCHUS KETA,21,0,21
HS201250-QCSD07,ONCORHYNCHUS KISUTCH,4,0,4
HS201250-QCSD07,ONCORHYNCHUS MYKISS,0,0,0
HS201250-QCSD07,ONCORHYNCHUS NERKA,29,0,29
HS201250-QCSD07,ONCORHYNCHUS TSHAWYTSCHA,0,0,0
HS201250-QCSD08,ONCORHYNCHUS GORBUSCHA,0,0,0
HS201250-QCSD08,ONCORHYNCHUS KETA,0,0,0
HS201250-QCSD08,ONCORHYNCHUS KISUTCH,5,0,5
HS201250-QCSD08,ONCORHYNCHUS MYKISS,0,0,0
HS201250-QCSD08,ONCORHYNCHUS NERKA,0,0,0
HS201250-QCSD08,ONCORHYNCHUS TSHAWYTSCHA,0,0,0
HS201250-QCSD09,ONCORHYNCHUS GORBUSCHA,576,1,577
HS201250-QCSD09,ONCORHYNCHUS KETA,141,0,141
HS201250-QCSD09,ONCORHYNCHUS KISUTCH,6,4,10
HS201250-QCSD09,ONCORHYNCHUS MYKISS,0,0,0
HS201250-QCSD09,ONCORHYNCHUS NERKA,469,0,469
HS201250-QCSD09,ONCORHYNCHUS TSHAWYTSCHA,0,0,0
HS201250-QCSD10,ONCORHYNCHUS GORBUSCHA,189,19,208
HS201250-QCSD10,ONCORHYNCHUS KETA,160,0,160
HS201250-QCSD10,ONCORHYNCHUS KISUTCH,2,1,3
HS201250-QCSD10,ONCORHYNCHUS MYKISS,0,0,0
HS201250-QCSD10,ONCORHYNCHUS NERKA,107,0,107
HS201250-QCSD10,ONCORHYNCHUS TSHAWYTSCHA,0,2,2
HS201250-QCSD11,ONCORHYNCHUS GORBUSCHA,4,21,25
HS201250-QCSD11,ONCORHYNCHUS KETA,6,1,7
HS201250-QCSD11,ONCORHYNCHUS KISUTCH,0,0,0
HS201250-QCSD11,ONCORHYNCHUS MYKISS,0,0,0
HS201250-QCSD11,ONCORHYNCHUS NERKA,3,0,3
HS201250-QCSD11,ONCORHYNCHUS TSHAWYTSCHA,0,0,0
HS201250-QCST01,ONCORHYNCHUS GORBUSCHA,13,14,27
HS201250-QCST01,ONCORHYNCHUS KETA,11,0,11
HS201250-QCST01,ONCORHYNCHUS KISUTCH,1,0,1
HS201250-QCST01,ONCORHYNCHUS MYKISS,0,0,0
HS201250-QCST01,ONCORHYNCHUS NERKA,8,1,9
HS201250-QCST01,ONCORHYNCHUS TSHAWYTSCHA,0,0,0
HS201250-QCST02,ONCORHYNCHUS GORBUSCHA,10,11,21
HS201250-QCST02,ONCORHYNCHUS KETA,6,0,6
HS201250-QCST02,ONCORHYNCHUS KISUTCH,0,0,0
HS201250-QCST02,ONCORHYNCHUS MYKISS,0,0,0
HS201250-QCST02,ONCORHYNCHUS NERKA,8,0,8
HS201250-QCST02,ONCORHYNCHUS TSHAWYTSCHA,0,0,0
HS201250-QCST03,ONCORHYNCHUS GORBUSCHA,2,0,2
HS201250-QCST03,ONCORHYNCHUS KETA,1,0,1
HS201250-QCST03,ONCORHYNCHUS KISUTCH,2,0,2
HS201250-QCST03,ONCORHYNCHUS MYKISS,0,0,0
HS201250-QCST03,ONCORHYNCHUS NERKA,4,0,4
HS201250-QCST03,ONCORHYNCHUS TSHAWYTSCHA,0,0,0
HS201250-QCST04,ONCORHYNCHUS GORBUSCHA,2,0,2
HS201250-QCST04,ONCORHYNCHUS KETA,0,0,0
HS201250-QCST04,ONCORHYNCHUS KISUTCH,0,0,0
HS201250-QCST04,ONCORHYNCHUS MYKISS,0,0,0
HS201250-QCST04,ONCORHYNCHUS NERKA,1,0,1
HS201250-QCST04,ONCORHYNCHUS TSHAWYTSCHA,1,0,1
HS201250-QCST05,ONCORHYNCHUS GORBUSCHA,131,10,141
HS201250-QCST05,ONCORHYNCHUS KETA,147,0,147
HS201250-QCST05,ONCORHYNCHUS KISUTCH,4,2,6
HS201250-QCST05,ONCORHYNCHUS MYKISS,0,0,0
HS201250-QCST05,ONCORHYNCHUS NERKA,82,0,82
HS201250-QCST05,ONCORHYNCHUS TSHAWYTSCHA,0,0,0
HS201250-QCST06,ONCORHYNCHUS GORBUSCHA,772,35,807
HS201250-QCST06,ONCORHYNCHUS KETA,870,0,870
HS201250-QCST06,ONCORHYNCHUS KISUTCH,40,0,40
HS201250-QCST06,ONCORHYNCHUS MYKISS,0,0,0
HS201250-QCST06,ONCORHYNCHUS NERKA,127,1,128
HS201250-QCST06,ONCORHYNCHUS TSHAWYTSCHA,3,0,3
HS201250-QCST07,ONCORHYNCHUS GORBUSCHA,2,0,2
HS201250-QCST07,ONCORHYNCHUS KETA,0,0,0
HS201250-QCST07,ONCORHYNCHUS KISUTCH,0,0,0
HS201250-QCST07,ONCORHYNCHUS MYKISS,0,0,0
HS201250-QCST07,ONCORHYNCHUS NERKA,3,0,3
HS201250-QCST07,ONCORHYNCHUS TSHAWYTSCHA,0,0,0
HS201250-QCST08,ONCORHYNCHUS GORBUSCHA,104,0,104
HS201250-QCST08,ONCORHYNCHUS KETA,170,0,170
HS201250-QCST08,ONCORHYNCHUS KISUTCH,0,0,0
HS201250-QCST08,ONCORHYNCHUS MYKISS,0,0,0
HS201250-QCST08,ONCORHYNCHUS NERKA,11,0,11
HS201250-QCST08,ONCORHYNCHUS TSHAWYTSCHA,0,0,0
HS201250-QCST10,ONCORHYNCHUS GORBUSCHA,1,0,1
HS201250-QCST10,ONCORHYNCHUS KETA,6,0,6
HS201250-QCST10,ONCORHYNCHUS KISUTCH,3,0,3
HS201250-QCST10,ONCORHYNCHUS MYKISS,0,0,0
HS201250-QCST10,ONCORHYNCHUS NERKA,1,0,1
HS201250-QCST10,ONCORHYNCHUS TSHAWYTSCHA,1,0,1
HS201250-QCST11,ONCORHYNCHUS GORBUSCHA,133,1,134
HS201250-QCST11,ONCORHYNCHUS KETA,54,0,54
HS201250-QCST11,ONCORHYNCHUS KISUTCH,1,0,1
HS201250-QCST11,ONCORHYNCHUS MYKISS,0,0,0
HS201250-QCST11,ONCORHYNCHUS NERKA,35,0,35
HS201250-QCST11,ONCORHYNCHUS TSHAWYTSCHA,0,0,0
HS201250-QCST12,ONCORHYNCHUS GORBUSCHA,1821,13,1834
HS201250-QCST12,ONCORHYNCHUS KETA,686,0,686
HS201250-QCST12,ONCORHYNCHUS KISUTCH,0,0,0
HS201250-QCST12,ONCORHYNCHUS MYKISS,0,0,0
HS201250-QCST12,ONCORHYNCHUS NERKA,218,0,218
HS201250-QCST12,ONCORHYNCHUS TSHAWYTSCHA,0,0,0
HS201250-QCST13,ONCORHYNCHUS GORBUSCHA,191,1,192
HS201250-QCST13,ONCORHYNCHUS KETA,71,0,71
HS201250-QCST13,ONCORHYNCHUS KISUTCH,0,0,0
HS201250-QCST13,ONCORHYNCHUS MYKISS,0,0,0
HS201250-QCST13,ONCORHYNCHUS NERKA,50,0,50
HS201250-QCST13,ONCORHYNCHUS TSHAWYTSCHA,0,0,0
HS201250-QCST14,ONCORHYNCHUS GORBUSCHA,468,0,468
HS201250-QCST14,ONCORHYNCHUS KETA,116,0,116
HS201250-QCST14,ONCORHYNCHUS KISUTCH,4,0,4
HS201250-QCST14,ONCORHYNCHUS MYKISS,0,0,0
HS201250-QCST14,ONCORHYNCHUS NERKA,29,0,29
HS201250-QCST14,ONCORHYNCHUS TSHAWYTSCHA,2,0,2
HS201250-QCST15,ONCORHYNCHUS GORBUSCHA,1330,1,1331
HS201250-QCST15,ONCORHYNCHUS KETA,108,0,108
HS201250-QCST15,ONCORHYNCHUS KISUTCH,0,0,0
HS201250-QCST15,ONCORHYNCHUS MYKISS,0,0,0
HS201250-QCST15,ONCORHYNCHUS NERKA,36,0,36
HS201250-QCST15,ONCORHYNCHUS TSHAWYTSCHA,0,0,0
HS201250-QCST16,ONCORHYNCHUS GORBUSCHA,5,2,7
HS201250-QCST16,ONCORHYNCHUS KETA,3,0,3
HS201250-QCST16,ONCORHYNCHUS KISUTCH,0,0,0
HS201250-QCST16,ONCORHYNCHUS MYKISS,0,0,0
HS201250-QCST16,ONCORHYNCHUS NERKA,0,0,0
HS201250-QCST16,ONCORHYNCHUS TSHAWYTSCHA,0,0,0
HS201250-QCST17,ONCORHYNCHUS GORBUSCHA,103,0,103
HS201250-QCST17,ONCORHYNCHUS KETA,13,0,13
HS201250-QCST17,ONCORHYNCHUS KISUTCH,0,0,0
HS201250-QCST17,ONCORHYNCHUS MYKISS,0,0,0
HS201250-QCST17,ONCORHYNCHUS NERKA,74,0,74
HS201250-QCST17,ONCORHYNCHUS TSHAWYTSCHA,0,0,0
HS201250-QCST18,ONCORHYNCHUS GORBUSCHA,36,5,41
HS201250-QCST18,ONCORHYNCHUS KETA,32,2,34
HS201250-QCST18,ONCORHYNCHUS KISUTCH,21,0,21
HS201250-QCST18,ONCORHYNCHUS MYKISS,0,0,0
HS201250-QCST18,ONCORHYNCHUS NERKA,2,0,2
HS201250-QCST18,ONCORHYNCHUS TSHAWYTSCHA,1,1,2
HS201250-T02,ONCORHYNCHUS GORBUSCHA,70,0,70
HS201250-T02,ONCORHYNCHUS KETA,11,0,11
HS201250-T02,ONCORHYNCHUS KISUTCH,0,0,0
HS201250-T02,ONCORHYNCHUS MYKISS,0,0,0
HS201250-T02,ONCORHYNCHUS NERKA,264,0,264
HS201250-T02,ONCORHYNCHUS TSHAWYTSCHA,0,0,0
HS201250-T03,ONCORHYNCHUS GORBUSCHA,151,0,151
HS201250-T03,ONCORHYNCHUS KETA,65,0,65
HS201250-T03,ONCORHYNCHUS KISUTCH,1,0,1
HS201250-T03,ONCORHYNCHUS MYKISS,0,0,0
HS201250-T03,ONCORHYNCHUS NERKA,933,0,933
HS201250-T03,ONCORHYNCHUS TSHAWYTSCHA,0,3,3
HS201250-T04,ONCORHYNCHUS GORBUSCHA,6,0,6
HS201250-T04,ONCORHYNCHUS KETA,1,0,1
HS201250-T04,ONCORHYNCHUS KISUTCH,0,0,0
HS201250-T04,ONCORHYNCHUS MYKISS,0,0,0
HS201250-T04,ONCORHYNCHUS NERKA,9,0,9
HS201250-T04,ONCORHYNCHUS TSHAWYTSCHA,6,0,6
HS201250-T05,ONCORHYNCHUS GORBUSCHA,18,0,18
HS201250-T05,ONCORHYNCHUS KETA,1,0,1
HS201250-T05,ONCORHYNCHUS KISUTCH,0,1,1
HS201250-T05,ONCORHYNCHUS MYKISS,0,0,0
HS201250-T05,ONCORHYNCHUS NERKA,54,0,54
HS201250-T05,ONCORHYNCHUS TSHAWYTSCHA,7,1,8
HS201250-T06,ONCORHYNCHUS GORBUSCHA,1,0,1
HS201250-T06,ONCORHYNCHUS KETA,1,1,2
HS201250-T06,ONCORHYNCHUS KISUTCH,1,0,1
HS201250-T06,ONCORHYNCHUS MYKISS,0,0,0
HS201250-T06,ONCORHYNCHUS NERKA,3,0,3
HS201250-T06,ONCORHYNCHUS TSHAWYTSCHA,2,0,2
HS201250-T07,ONCORHYNCHUS GORBUSCHA,0,0,0
HS201250-T07,ONCORHYNCHUS KETA,0,34,34
HS201250-T07,ONCORHYNCHUS KISUTCH,0,2,2
HS201250-T07,ONCORHYNCHUS MYKISS,0,0,0
HS201250-T07,ONCORHYNCHUS NERKA,0,1,1
HS201250-T07,ONCORHYNCHUS TSHAWYTSCHA,0,0,0
HS201250-VI01,ONCORHYNCHUS GORBUSCHA,0,0,0
HS201250-VI01,ONCORHYNCHUS KETA,0,0,0
HS201250-VI01,ONCORHYNCHUS KISUTCH,0,2,2
HS201250-VI01,ONCORHYNCHUS MYKISS,0,0,0
HS201250-VI01,ONCORHYNCHUS NERKA,0,0,0
HS201250-VI01,ONCORHYNCHUS TSHAWYTSCHA,0,4,4
HS201250-VI02,ONCORHYNCHUS GORBUSCHA,0,0,0
HS201250-VI02,ONCORHYNCHUS KETA,18,0,18
HS201250-VI02,ONCORHYNCHUS KISUTCH,64,8,72
HS201250-VI02,ONCORHYNCHUS MYKISS,0,0,0
HS201250-VI02,ONCORHYNCHUS NERKA,0,0,0
HS201250-VI02,ONCORHYNCHUS TSHAWYTSCHA,15,42,57
HS201250-VI03,ONCORHYNCHUS GORBUSCHA,0,0,0
HS201250-VI03,ONCORHYNCHUS KETA,0,0,0
HS201250-VI03,ONCORHYNCHUS KISUTCH,2,0,2
HS201250-VI03,ONCORHYNCHUS MYKISS,0,0,0
HS201250-VI03,ONCORHYNCHUS NERKA,0,0,0
HS201250-VI03,ONCORHYNCHUS TSHAWYTSCHA,11,21,32
HS201250-VI04,ONCORHYNCHUS GORBUSCHA,0,0,0
HS201250-VI04,ONCORHYNCHUS KETA,242,0,242
HS201250-VI04,ONCORHYNCHUS KISUTCH,12,0,12
HS201250-VI04,ONCORHYNCHUS MYKISS,0,0,0
HS201250-VI04,ONCORHYNCHUS NERKA,111,0,111
HS201250-VI04,ONCORHYNCHUS TSHAWYTSCHA,6,0,6
HS201250-VI05,ONCORHYNCHUS GORBUSCHA,0,0,0
HS201250-VI05,ONCORHYNCHUS KETA,28,0,28
HS201250-VI05,ONCORHYNCHUS KISUTCH,24,1,25
HS201250-VI05,ONCORHYNCHUS MYKISS,0,0,0
HS201250-VI05,ONCORHYNCHUS NERKA,6,2,8
HS201250-VI05,ONCORHYNCHUS TSHAWYTSCHA,4,0,4
HS201250-VI06,ONCORHYNCHUS GORBUSCHA,0,0,0
HS201250-VI06,ONCORHYNCHUS KETA,0,0,0
HS201250-VI06,ONCORHYNCHUS KISUTCH,11,2,13
HS201250-VI06,ONCORHYNCHUS MYKISS,0,0,0
HS201250-VI06,ONCORHYNCHUS NERKA,0,0,0
HS201250-VI06,ONCORHYNCHUS TSHAWYTSCHA,24,5,29
HS201250-VI07,ONCORHYNCHUS GORBUSCHA,0,0,0
HS201250-VI07,ONCORHYNCHUS KETA,0,0,0
HS201250-VI07,ONCORHYNCHUS KISUTCH,0,0,0
HS201250-VI07,ONCORHYNCHUS MYKISS,0,0,0
HS201250-VI07,ONCORHYNCHUS NERKA,0,0,0
HS201250-VI07,ONCORHYNCHUS TSHAWYTSCHA,0,2,2
HS201250-VI09,ONCORHYNCHUS GORBUSCHA,0,0,0
HS201250-VI09,ONCORHYNCHUS KETA,0,0,0
HS201250-VI09,ONCORHYNCHUS KISUTCH,0,2,2
HS201250-VI09,ONCORHYNCHUS MYKISS,0,0,0
HS201250-VI09,ONCORHYNCHUS NERKA,0,0,0
HS201250-VI09,ONCORHYNCHUS TSHAWYTSCHA,0,0,0
HS201250-VI10,ONCORHYNCHUS GORBUSCHA,0,0,0
HS201250-VI10,ONCORHYNCHUS KETA,0,0,0
HS201250-VI10,ONCORHYNCHUS KISUTCH,9,1,10
HS201250-VI10,ONCORHYNCHUS MYKISS,0,0,0
HS201250-VI10,ONCORHYNCHUS NERKA,0,1,1
HS201250-VI10,ONCORHYNCHUS TSHAWYTSCHA,21,0,21
HS201250-VI11,ONCORHYNCHUS GORBUSCHA,0,0,0
HS201250-VI11,ONCORHYNCHUS KETA,0,0,0
HS201250-VI11,ONCORHYNCHUS KISUTCH,0,1,1
HS201250-VI11,ONCORHYNCHUS MYKISS,0,0,0
HS201250-VI11,ONCORHYNCHUS NERKA,0,3,3
HS201250-VI11,ONCORHYNCHUS TSHAWYTSCHA,0,0,0
HS201250-VI12,ONCORHYNCHUS GORBUSCHA,0,0,0
HS201250-VI12,ONCORHYNCHUS KETA,6,5,11
HS201250-VI12,ONCORHYNCHUS KISUTCH,34,8,42
HS201250-VI12,ONCORHYNCHUS MYKISS,0,0,0
HS201250-VI12,ONCORHYNCHUS NERKA,3,1,4
HS201250-VI12,ONCORHYNCHUS TSHAWYTSCHA,23,13,36
HS201250-VI13,ONCORHYNCHUS GORBUSCHA,0,1,1
HS201250-VI13,ONCORHYNCHUS KETA,0,3,3
HS201250-VI13,ONCORHYNCHUS KISUTCH,1,1,2
HS201250-VI13,ONCORHYNCHUS MYKISS,0,0,0
HS201250-VI13,ONCORHYNCHUS NERKA,0,0,0
HS201250-VI13,ONCORHYNCHUS TSHAWYTSCHA,58,10,68
HS201250-VI15,ONCORHYNCHUS GORBUSCHA,0,2,2
HS201250-VI15,ONCORHYNCHUS KETA,25,0,25
HS201250-VI15,ONCORHYNCHUS KISUTCH,17,9,26
HS201250-VI15,ONCORHYNCHUS MYKISS,0,0,0
HS201250-VI15,ONCORHYNCHUS NERKA,10,0,10
HS201250-VI15,ONCORHYNCHUS TSHAWYTSCHA,25,12,37
HS201250-VI16,ONCORHYNCHUS GORBUSCHA,0,0,0
HS201250-VI16,ONCORHYNCHUS KETA,10,0,10
HS201250-VI16,ONCORHYNCHUS KISUTCH,3,3,6
HS201250-VI16,ONCORHYNCHUS MYKISS,0,0,0
HS201250-VI16,ONCORHYNCHUS NERKA,0,0,0
HS201250-VI16,ONCORHYNCHUS TSHAWYTSCHA,11,1,12
HS201250-VI17,ONCORHYNCHUS GORBUSCHA,0,0,0
HS201250-VI17,ONCORHYNCHUS KETA,1,0,1
HS201250-VI17,ONCORHYNCHUS KISUTCH,2,1,3
HS201250-VI17,ONCORHYNCHUS MYKISS,0,0,0
HS201250-VI17,ONCORHYNCHUS NERKA,2,0,2
HS201250-VI17,ONCORHYNCHUS TSHAWYTSCHA,11,0,11
HS201250-VI18,ONCORHYNCHUS GORBUSCHA,0,2,2
HS201250-VI18,ONCORHYNCHUS KETA,0,0,0
HS201250-VI18,ONCORHYNCHUS KISUTCH,0,2,2
HS201250-VI18,ONCORHYNCHUS MYKISS,0,0,0
HS201250-VI18,ONCORHYNCHUS NERKA,0,0,0
HS201250-VI18,ONCORHYNCHUS TSHAWYTSCHA,0,0,0
HS201250-VI19,ONCORHYNCHUS GORBUSCHA,0,2,2
HS201250-VI19,ONCORHYNCHUS KETA,0,0,0
HS201250-VI19,ONCORHYNCHUS KISUTCH,83,8,91
HS201250-VI19,ONCORHYNCHUS MYKISS,0,0,0
HS201250-VI19,ONCORHYNCHUS NERKA,8,0,8
HS201250-VI19,ONCORHYNCHUS TSHAWYTSCHA,6,25,31
HS201250-VI20,ONCORHYNCHUS GORBUSCHA,0,0,0
HS201250-VI20,ONCORHYNCHUS KETA,0,0,0
HS201250-VI20,ONCORHYNCHUS KISUTCH,2,0,2
HS201250-VI20,ONCORHYNCHUS MYKISS,0,0,0
HS201250-VI20,ONCORHYNCHUS NERKA,1,1,2
HS201250-VI20,ONCORHYNCHUS TSHAWYTSCHA,6,6,12
HS201250-VI21,ONCORHYNCHUS GORBUSCHA,0,0,0
HS201250-VI21,ONCORHYNCHUS KETA,0,0,0
HS201250-VI21,ONCORHYNCHUS KISUTCH,2,0,2
HS201250-VI21,ONCORHYNCHUS MYKISS,0,0,0
HS201250-VI21,ONCORHYNCHUS NERKA,1,0,1
HS201250-VI21,ONCORHYNCHUS TSHAWYTSCHA,2,2,4
HS201250-VI22,ONCORHYNCHUS GORBUSCHA,0,0,0
HS201250-VI22,ONCORHYNCHUS KETA,0,0,0
HS201250-VI22,ONCORHYNCHUS KISUTCH,2,0,2
HS201250-VI22,ONCORHYNCHUS MYKISS,0,0,0
HS201250-VI22,ONCORHYNCHUS NERKA,0,0,0
HS201250-VI22,ONCORHYNCHUS TSHAWYTSCHA,4,0,4
HS201267-DC01,ONCORHYNCHUS GORBUSCHA,16,0,16
HS201267-DC01,ONCORHYNCHUS KETA,1,0,1
HS201267-DC01,ONCORHYNCHUS KISUTCH,1,0,1
HS201267-DC01,ONCORHYNCHUS MYKISS,0,0,0
HS201267-DC01,ONCORHYNCHUS NERKA,1,0,1
HS201267-DC01,ONCORHYNCHUS TSHAWYTSCHA,1,0,1
HS201267-DC03,ONCORHYNCHUS GORBUSCHA,1,0,1
HS201267-DC03,ONCORHYNCHUS KETA,0,0,0
HS201267-DC03,ONCORHYNCHUS KISUTCH,3,0,3
HS201267-DC03,ONCORHYNCHUS MYKISS,0,0,0
HS201267-DC03,ONCORHYNCHUS NERKA,0,0,0
HS201267-DC03,ONCORHYNCHUS TSHAWYTSCHA,0,0,0
HS201267-DC04,ONCORHYNCHUS GORBUSCHA,0,0,0
HS201267-DC04,ONCORHYNCHUS KETA,0,0,0
HS201267-DC04,ONCORHYNCHUS KISUTCH,0,0,0
HS201267-DC04,ONCORHYNCHUS MYKISS,0,0,0
HS201267-DC04,ONCORHYNCHUS NERKA,0,0,0
HS201267-DC04,ONCORHYNCHUS TSHAWYTSCHA,9,0,9
HS201267-DC08,ONCORHYNCHUS GORBUSCHA,0,0,0
HS201267-DC08,ONCORHYNCHUS KETA,0,0,0
HS201267-DC08,ONCORHYNCHUS KISUTCH,0,0,0
HS201267-DC08,ONCORHYNCHUS MYKISS,0,0,0
HS201267-DC08,ONCORHYNCHUS NERKA,0,0,0
HS201267-DC08,ONCORHYNCHUS TSHAWYTSCHA,1,0,1
HS201267-DC12,ONCORHYNCHUS GORBUSCHA,0,0,0
HS201267-DC12,ONCORHYNCHUS KETA,0,0,0
HS201267-DC12,ONCORHYNCHUS KISUTCH,0,0,0
HS201267-DC12,ONCORHYNCHUS MYKISS,0,0,0
HS201267-DC12,ONCORHYNCHUS NERKA,0,0,0
HS201267-DC12,ONCORHYNCHUS TSHAWYTSCHA,2,0,2
HS201267-DC14,ONCORHYNCHUS GORBUSCHA,0,0,0
HS201267-DC14,ONCORHYNCHUS KETA,0,0,0
HS201267-DC14,ONCORHYNCHUS KISUTCH,0,0,0
HS201267-DC14,ONCORHYNCHUS MYKISS,0,0,0
HS201267-DC14,ONCORHYNCHUS NERKA,1,0,1
HS201267-DC14,ONCORHYNCHUS TSHAWYTSCHA,3,0,3
HS201267-DC25,ONCORHYNCHUS GORBUSCHA,0,0,0
HS201267-DC25,ONCORHYNCHUS KETA,0,0,0
HS201267-DC25,ONCORHYNCHUS KISUTCH,0,0,0
HS201267-DC25,ONCORHYNCHUS MYKISS,0,0,0
HS201267-DC25,ONCORHYNCHUS NERKA,0,0,0
HS201267-DC25,ONCORHYNCHUS TSHAWYTSCHA,7,0,7
HS201267-DC27,ONCORHYNCHUS GORBUSCHA,0,0,0
HS201267-DC27,ONCORHYNCHUS KETA,0,0,0
HS201267-DC27,ONCORHYNCHUS KISUTCH,0,0,0
HS201267-DC27,ONCORHYNCHUS MYKISS,0,0,0
HS201267-DC27,ONCORHYNCHUS NERKA,0,0,0
HS201267-DC27,ONCORHYNCHUS TSHAWYTSCHA,3,0,3
HS201267-DC31,ONCORHYNCHUS GORBUSCHA,0,0,0
HS201267-DC31,ONCORHYNCHUS KETA,0,0,0
HS201267-DC31,ONCORHYNCHUS KISUTCH,0,0,0
HS201267-DC31,ONCORHYNCHUS MYKISS,0,0,0
HS201267-DC31,ONCORHYNCHUS NERKA,2,0,2
HS201267-DC31,ONCORHYNCHUS TSHAWYTSCHA,1,0,1
HS201267-DC33,ONCORHYNCHUS GORBUSCHA,0,0,0
HS201267-DC33,ONCORHYNCHUS KETA,0,0,0
HS201267-DC33,ONCORHYNCHUS KISUTCH,0,0,0
HS201267-DC33,ONCORHYNCHUS MYKISS,0,0,0
HS201267-DC33,ONCORHYNCHUS NERKA,0,0,0
HS201267-DC33,ONCORHYNCHUS TSHAWYTSCHA,2,0,2
HS201267-EP01,ONCORHYNCHUS GORBUSCHA,51,0,51
HS201267-EP01,ONCORHYNCHUS KETA,44,0,44
HS201267-EP01,ONCORHYNCHUS KISUTCH,0,0,0
HS201267-EP01,ONCORHYNCHUS MYKISS,0,0,0
HS201267-EP01,ONCORHYNCHUS NERKA,0,0,0
HS201267-EP01,ONCORHYNCHUS TSHAWYTSCHA,0,0,0
HS201267-EP02,ONCORHYNCHUS GORBUSCHA,13,0,13
HS201267-EP02,ONCORHYNCHUS KETA,2,0,2
HS201267-EP02,ONCORHYNCHUS KISUTCH,0,0,0
HS201267-EP02,ONCORHYNCHUS MYKISS,0,0,0
HS201267-EP02,ONCORHYNCHUS NERKA,0,0,0
HS201267-EP02,ONCORHYNCHUS TSHAWYTSCHA,0,0,0
HS201267-EP03,ONCORHYNCHUS GORBUSCHA,24,0,24
HS201267-EP03,ONCORHYNCHUS KETA,3,0,3
HS201267-EP03,ONCORHYNCHUS KISUTCH,1,0,1
HS201267-EP03,ONCORHYNCHUS MYKISS,0,0,0
HS201267-EP03,ONCORHYNCHUS NERKA,0,0,0
HS201267-EP03,ONCORHYNCHUS TSHAWYTSCHA,0,0,0
HS201267-EP04,ONCORHYNCHUS GORBUSCHA,0,0,0
HS201267-EP04,ONCORHYNCHUS KETA,0,0,0
HS201267-EP04,ONCORHYNCHUS KISUTCH,2,0,2
HS201267-EP04,ONCORHYNCHUS MYKISS,0,0,0
HS201267-EP04,ONCORHYNCHUS NERKA,0,0,0
HS201267-EP04,ONCORHYNCHUS TSHAWYTSCHA,0,0,0
HS201267-GS01,ONCORHYNCHUS GORBUSCHA,1,0,1
HS201267-GS01,ONCORHYNCHUS KETA,1,0,1
HS201267-GS01,ONCORHYNCHUS KISUTCH,1,0,1
HS201267-GS01,ONCORHYNCHUS MYKISS,0,0,0
HS201267-GS01,ONCORHYNCHUS NERKA,0,0,0
HS201267-GS01,ONCORHYNCHUS TSHAWYTSCHA,0,0,0
