UNIQUE_EVENT,TARGET_DEPTH
BCSI-201778-QCSD11,15
BCSI-201778-QCSD12,0
BCSI-201778-QCSD13,30
BCSI-201778-QCSD14,15
BCSI-201778-QCSD15,0
BCSI-201778-QCSD16,30
BCSI-201778-QCSD17,0
BCSI-201778-QCSD18,15
BCSI-201778-QCSD19,30
BCSI-201778-QCSD20,0
BCSI-201778-QCSD21,15
BCSI-201778-QCST01,30
BCSI-201778-QCST02,0
BCSI-201778-QCST04,30
BCSI-201778-QCST05,0
BCSI-201778-QCST06,15
BCSI-201778-QCST07,30
BCSI-201778-QCST08,0
BCSI-201778-QCST09,0
BCSI-201778-QCST10,15
BCSI-201778-QCST11,0
BCSI-201778-RI01,0
BCSI-201778-RI02,30
BCSI-201778-RI04,0
BCSI-201778-RI05,30
BCSI-201778-RI06,15
BCSI-201778-SS01,0
BCSI-201778-SS02,15
HS201639-HW03,0
HS201639-HW04,0
HS201639-HW05,0
HS201639-HW06,0
HS201639-HW07,0
HS201639-HW08,0
HS201639-HW09,0
HS201639-HW10,0
HS201639-HW11,0
IPES2017-42-007,15
IPES2017-42-008,15
IPES2017-42-009,15
IPES2017-42-010,0
IPES2017-42-011,15
IPES2017-42-012,15
IPES2017-42-013,15
IPES2017-42-014,15
IPES2017-42-015,0
IPES2017-42-016,15
IPES2017-42-017,15
IPES2017-42-018,15
IPES2017-42-019,0
IPES2017-42-020,0
IPES2017-42-021,15
IPES2017-42-022,15
IPES2017-42-023,0
IPES2017-42-024,15
IPES2017-42-025,15
IPES2017-42-026,15
IPES2017-42-027,0
IPES2017-42-028,15
IPES2017-42-029,0
IPES2017-42-030,0
IPES2017-42-031,15
IPES2017-42-032,15
IPES2017-42-033,0
IPES2017-42-034,0
IPES2017-42-035,15
IPES2017-42-036,0
IPES2017-42-037,0
IPES2017-42-038,0
IPES2017-42-039,0
IPES2017-42-040,15
IPES2017-42-041,15
IPES2017-42-042,0
IPES2017-42-043,15
IPES2017-42-044,0
IPES2017-42-045,15
IPES2017-42-046,15
IPES2017-42-047,15
IPES2017-42-048,0
IPES2017-42-049,0
IPES2017-42-050,0
IPES2017-42-051,0
IPES2017-42-052,15
IPES2017-42-053,15
IPES2017-42-054,15
IPES2017-42-055,15
IPES2017-42-056,15
IPES2017-42-057,15
IPES2017-42-058,15
IPES2017-42-059,0
IPES2017-42-063,15
IPES2017-42-064,0
IPES2017-42-065,0
IPES2017-42-066,15
IPES2017-42-067,15
IPES2017-42-068,15
IPES2017-42-069,15
IPES2017-42-070,0
IPES2017-42-071,15
IPES2017-42-072,15
IPES2017-42-073,0
IPES2017-42-074,0
IPES2017-42-075,0
IPES2017-42-076,0
IPES2017-42-077,0
IPES2017-42-078,0
IPES2017-42-079,15
IPES2017-42-080,15
IPES2017-42-081,15
IPES2017-42-082,15
IPES2017-42-083,0
IPES2017-42-084,15
IPES2017-42-085,0
IPES2017-42-086,15
IPES2017-42-087,15
IPES2017-42-088,0
IPES2017-42-089,15
IPES2017-42-090,0
IPES2017-42-091,0
IPES2017-42-092,15
IPES2017-42-093,15
IPES2017-42-094,0
IPES2017-42-095,0
IPES2017-42-096,15
IPES2017-42-097,0
IPES2017-42-098,15
IPES2017-42-099,15
IPES2017-42-100,0
IPES2017-42-101,15
IPES2017-42-102,15
IPES2017-42-103,0
IPES2017-42-104,NA
IPES2018-73-001,0
IPES2018-73-004,0
IPES2018-73-005,0
IPES2018-73-008,0
IPES2018-73-009,15
IPES2018-73-012,15
IPES2018-73-013,0
IPES2018-73-016,0
IPES2018-73-017,0
IPES2018-73-020,15
IPES2018-73-021,15
IPES2018-73-024,15
IPES2018-73-025,15
IPES2018-73-028,0
IPES2018-73-029,0
IPES2018-73-032,0
IPES2018-73-033,15
IPES2018-73-036,15
IPES2018-73-037,0
IPES2018-73-040,0
IPES2018-73-041,0
IPES2018-73-044,15
IPES2018-73-045,15
IPES2018-73-048,15
IPES2018-73-049,15
IPES2018-73-052,0
IPES2018-73-053,0
IPES2018-73-055,15
IPES2018-73-056,15
IPES2018-73-058,15
IPES2018-73-059,15
IPES2018-73-060,0
IPES2018-73-061,0
IPES2018-73-064,0
IPES2018-73-067,0
IPES2018-73-070,0
IPES2018-73-071,0
IPES2018-73-074,15
IPES2018-73-075,0
IPES2018-73-078,0
IPES2018-73-079,15
IPES2018-73-082,0
IPES2018-73-083,15
IPES2018-73-086,0
IPES2018-73-087,0
IPES2018-73-090,0
IPES2018-73-091,15
IPES2018-73-094,0
IPES2018-73-095,15
IPES2018-73-098,15
IPES2018-73-099,0
IPES2018-73-102,15
IPES2018-73-103,15
IPES2018-73-106,0
IPES2018-73-109,0
IPES2018-73-112,0
IPES2018-73-113,0
IPES2018-73-114,15
IPES2018-73-115,15
IPES2018-73-117,15
IPES2018-73-119,15
IPES2018-73-122,0
IPES2018-73-125,0
IPES2018-73-126,0
IPES2018-73-127,0
IPES2018-73-128,15
IPES2018-73-129,15
IPES2018-73-132,0
IPES2018-73-133,0
IPES2018-73-136,0
IPES2018-73-137,0
IPES2018-73-138,15
IPES2018-73-139,15
IPES2018-73-142,0
IPES2018-73-145,15
IPES2018-73-148,15
IPES2018-73-149,0
IPES2018-73-150,15
IPES2018-73-151,0
IPES2018-73-154,0
IPES2018-73-157,15
IPES2018-73-169,0
IPES2019-124-048,0
IPES2019-124-049,15
IPES2019-124-050,0
IPES2019-124-051,15
IPES2019-124-052,0
IPES2019-124-006,15
IPES2019-124-007,0
IPES2019-124-009,0
IPES2019-124-010,15
IPES2019-124-013,0
IPES2019-124-014,15
IPES2019-124-017,0
IPES2019-124-018,15
IPES2019-124-019,0
IPES2019-124-022,15
IPES2019-124-023,15
IPES2019-124-026,15
IPES2019-124-027,0
IPES2019-124-028,15
IPES2019-124-029,0
IPES2019-124-030,15
IPES2019-124-033,15
IPES2019-124-036,15
IPES2019-124-037,15
IPES2019-124-038,0
IPES2019-124-039,15
IPES2019-124-042,0
IPES2019-124-045,15
IPES2019-124-059,15
IPES2019-124-062,15
IPES2019-124-063,0
IPES2019-124-064,0
IPES2019-124-065,15
IPES2019-124-068,0
IPES2019-124-069,15
IPES2019-124-072,15
IPES2019-124-073,0
IPES2019-124-074,15
IPES2019-124-075,0
IPES2019-124-078,0
IPES2019-124-081,0
IPES2019-124-084,0
IPES2019-124-085,0
IPES2019-124-086,0
IPES2019-124-087,15
IPES2019-124-088,15
IPES2019-124-091,15
IPES2019-124-094,15
IPES2019-124-095,15
IPES2019-124-096,15
IPES2019-124-097,0
IPES2019-124-100,0
IPES2019-124-103,0
IPES2019-124-106,0
IPES2019-124-107,0
IPES2019-124-108,0
IPES2019-124-109,15
IPES2019-124-112,0
IPES2019-124-113,15
IPES2019-124-116,15
IPES2019-124-117,0
IPES2019-124-118,15
IPES2019-124-119,0
IPES2019-124-122,15
IPES2019-124-125,15
IPES2019-124-128,15
IPES2019-124-129,15
IPES2019-124-130,0
IPES2019-124-131,0
IPES2019-124-134,0
IPES2019-124-137,0
IPES2019-124-138,0
IPES2019-124-139,0
IPES2019-124-142,0
IPES2019-124-145,0
IPES2019-124-148,0
IPES2019-124-149,0
IPES2019-124-150,0
IPES2019-124-151,15
IPES2019-124-154,0
IPES2019-124-157,15
IPES2019-124-174,0
IPES2019-124-175,15
IPES2019-124-238,15
IPES2019-124-239,15
IPES2019-124-242,0
IPES2019-124-245,0
IPES2019-124-246,15
IPES2019-124-247,15
IPES2019-124-248,0
IPES2019-124-178,0
IPES2019-124-183,0
IPES2019-124-184,15
IPES2019-124-185,0
IPES2019-124-188,0
IPES2019-124-191,15
IPES2019-124-194,15
IPES2019-124-195,0
IPES2019-124-196,0
IPES2019-124-197,15
IPES2019-124-200,15
IPES2019-124-201,15
BCSI-201778-SS03,0
BCSI-201893-JS01,0
BCSI-201893-JS02,30
BCSI-201893-JS03,19
BCSI-201893-JS04,0
BCSI-201893-JS05,0
BCSI-201893-JS06,0
BCSI-201893-QCST09,15
BCSI-201893-QCST10,0
BCSI-201893-QCST11,5
BCSI-201893-QCST12,0
BCSI-2019125-BR01,0
BCSI-2019125-BR02,15
BCSI-2019125-BR03,0
BCSI-2019125-BR04,0
HS200136-B11,15
HS200136-BUR01,0
HS200136-BUR02,0
HS200136-DE01,0
HS200136-DE02,0
HS200136-DE03,0
HS200136-DE04,0
HS200136-DE05,0
HS200136-DE06,0
HS200136-EP01,0
HS200136-EP02,0
HS200136-EP03,0
HS200136-EP04,0
HS200136-EP05,0
HS200136-H01,0
HS200136-H02,0
HS200136-H03,0
HS200136-H04,0
HS200136-H05,0
HS200136-H07,0
HS200136-HS01,0
HS200136-HS02,0
HS200136-HS03,0
HS200136-HS04,0
HS200136-HS05,0
HS200136-HS06,0
HS200136-HS07,0
HS200136-IBC01,0
HS200136-IBC02,0
HS200136-IBC03,0
HS200136-IBC04,0
HS200136-IBC05,0
HS200136-IBC06,0
HS200136-IBC07,0
HS200136-IBC08,0
HS200136-IBC09,0
HS200136-IBC10,0
HS200136-IBC11,0
HS200136-IBC12,0
HS200136-IBC13,0
HS200136-IBC14,0
HS200136-IBC15,0
HS200136-IBC16,0
HS200136-IBC17,0
HS200136-IBC18,0
HS200136-IBC19,0
HS200136-IBC20,0
HS200136-IBC21,0
HS200136-IBC22,0
HS200136-IBC23,0
HS200136-IBC24,0
HS200136-IBC25,0
HS200136-IBC26,0
HS200136-IBC27,0
HS200136-IBC28,0
HS200136-ISEA01,0
HS200136-ISEA02,0
HS200136-ISEA03,0
HS200136-ISEA04,0
HS200136-ISEA05,0
HS200136-ISEA06,0
HS200136-ISEA07,0
HS200136-ISEA08,0
HS200136-ISEA09,0
HS200136-ISEA10,0
HS200136-ISEA11,0
HS200136-ISEA12,0
HS200136-ISEA13,0
HS200136-ISEA14,0
HS200136-ISEA15,0
HS200136-ISEA16,0
HS200136-ISEA17,0
HS200136-ISEA18,0
HS200136-ISEA19,0
HS200136-ISEA20,0
HS200136-ISEA21,0
HS200136-ISEA22,0
HS200136-ISEA23,0
HS200136-ISEA24,0
HS200136-ISEA25,0
HS200136-ISEA26,0
HS200136-ISEA27,0
HS200136-ISEA28,0
HS200136-ISEA29,0
HS200136-ISEA30,0
HS200136-ISEA31,0
HS200136-ISEA32,0
HS200136-ISEA33,0
HS200136-ISEA34,0
HS200136-ISEA35,15
HS200136-ISEA36,0
HS200136-ISEA37,0
HS200136-ISEA38,0
HS200136-ISEA39,0
HS200136-ISEA40,0
HS200136-ISEA41,0
HS200136-ISEA42,0
HS200136-ISEA43,0
HS200136-ISEA44,0
HS200136-LP01,0
HS200136-LP02,0
BCSI-2019125-BR05,0
BCSI-2019125-JS01,0
BCSI-2019125-JS02,15
BCSI-2019125-JS03,0
BCSI-2019125-JS04,15
BCSI-2019125-JS05,0
BCSI-2019125-JS06,15
BCSI-2019125-JS07,0
BCSI-2019125-JS08,15
BCSI-2019125-KI01,15
BCSI-2019125-KI02,0
BCSI-2019125-QCSD01,15
BCSI-2019125-QCSD02,0
BCSI-2019125-QCSD03,15
BCSI-2019125-QCSD04,15
BCSI-2019125-QCSD05,0
BCSI-2019125-QCSD06,0
BCSI-2019125-QCST01,0
BCSI-2019125-QCST02,15
BCSI-2019125-QCST03,0
BCSI-2019125-QCST04,15
BCSI-2019125-QCST05,0
BCSI-2019125-QCST06,0
BCSI-2019125-QCST07,15
BCSI-2019125-QCST08,0
BCSI-2019125-QCST09,15
BCSI-2019125-RI01,0
BCSI-2019125-T01,15
BCSI-2019125-T02,0
BCSI-2019125-T03,15
HS200034-NI01,25
HS200034-NI02,25
HS200034-NI03,25
HS200034-NI04,25
HS200034-NI05,25
HS200034-NI06,25
HS200034-NI07,25
HS200034-NI08,25
HS200034-NI09,25
HS200034-NI10,25
HS200034-NI11,25
HS200034-RI01,25
HS200034-T01,0
HS200034-T02,0
HS200034-T03,0
HS200034-T04,0
HS200034-T05,0
HS200034-T06,0
HS200034-T07,0
HS200034-T08,0
HS200034-T09,15
HS200034-T11,0
HS200034-T12,0
HS200034-T13,15
HS200034-T14,15
HS200034-T15,15
HS200034-X01,0
HS200034-X02,0
HS200034-X03,0
HS200034-X04,0
HS200034-X05,0
HS200034-X06,0
HS200034-X07,0
HS200034-X08,0
HS200034-X09,0
HS200034-X10,0
HS200034-X11,0
HS200034-X12,0
HS200034-X13,0
HS200034-X14,25
HS200034-X15,25
HS200034-X16,25
HS200034-X17,25
HS200034-X18,25
HS200034-X19,25
HS200034-X20,25
HS200034-X21,25
HS200034-X22,25
HS200034-X23,25
HS200034-X24,25
HS200034-X25,25
HS200034-X26,25
HS200034-X27,25
HS200034-X28,25
HS200034-X29,25
HS200034-X30,25
HS200034-X31,25
HS200034-X32,25
HS200034-X33,25
HS200034-X34,25
HS200034-X35,25
HS200034-X36,25
HS200034-X37,25
HS200034-X38,25
HS200034-X39,25
HS200034-X40,25
HS200034-X41,25
HS200034-X42,25
HS200034-X43,25
HS200034-X44,25
HS200034-X45,25
HS200034-X46,25
HS200034-X47,25
HS200034-X48,25
HS200034-X49,25
HS200034-X50,25
HS200034-X51,25
HS200034-X52,25
HS200034-X53,25
HS200034-X54,25
HS200034-X55,25
HS200109-X01,0
HS200109-X02,15
HS200109-X03,0
HS200109-X04,0
HS200109-X05,0
HS200109-X06,0
HS200109-X07,0
HS200109-X08,0
HS200109-X09,10
HS200109-X10,10
HS200109-X11,20
HS200109-X12,25
HS200109-X13,0
HS200109-X14,0
HS200109-X15,0
HS200109-X16,0
HS200109-X17,0
HS200109-X18,0
HS200109-X19,0
HS200109-X20,0
HS200109-X21,0
HS200109-X22,10
HS200109-X23,10
HS200109-X24,0
HS200109-X25,0
HS200109-X26,10
HS200109-X27,0
HS200109-X28,0
HS200109-X29,0
HS200109-X30,0
HS200109-X31,0
HS200109-X32,0
HS200109-X33,0
HS200109-X34,0
HS200109-X35,0
HS200109-X36,0
HS200109-X37,0
HS200109-X38,0
HS200109-X39,0
HS200109-X40,0
HS200109-X41,0
HS200109-X42,0
HS200109-X43,0
HS200109-X44,0
HS200109-X45,0
HS200109-X46,0
HS200109-X47,0
HS200109-X48,0
HS200109-X49,0
HS200109-X50,0
HS200109-X51,0
HS200109-X52,0
HS200109-X53,0
HS200109-X54,0
HS200109-X55,0
HS200109-X56,0
HS200109-X57,0
HS200109-X58,0
HS200109-X59,0
HS200109-X61,0
HS200109-X62,0
HS200109-X63,0
HS200109-X64,0
HS200109-X65,0
HS200109-X66,0
HS200109-X67,10
HS200109-X68,10
HS200109-X70,0
HS200109-X71,0
HS200109-X72,0
HS200109-X73,0
HS200109-X74,0
HS200109-X75,0
HS200109-X76,0
HS200109-X77,0
HS200109-X78,0
HS200109-X79,0
HS200109-X80,0
HS200109-X81,0
HS200109-X82,0
HS200109-X83,0
HS200109-X84,0
HS200109-X85,30
HS200109-X86,0
HS200114-FI09,0
HS200114-FI10,0
HS200114-FI11,0
HS200114-FI12,0
HS200114-FI13,0
HS200114-FI14,0
HS200114-FI15,0
HS200114-H01,0
HS200114-H02,0
HS200114-H03,0
HS200114-H04,15
HS200114-H05,0
HS200114-H06,20
HS200114-HS01,0
HS200114-HS02,0
HS200114-RI01,10
HS200114-RI02,0
HS200114-RI03,15
HS200114-RI04,15
HS200114-RI05,0
HS200114-SE01,0
HS200114-SE02,0
HS200114-SE03,0
HS200114-SE04,0
HS200114-SE05,0
HS200114-SM01,10
HS200114-SM02,15
HS200114-SM03,0
HS200114-T01,0
HS200114-T02,0
HS200114-T03,0
HS200114-T04,0
HS200114-T05,0
HS200114-T06,0
HS200114-T07,0
HS200114-T08,0
HS200114-T09,0
HS200114-T10,0
HS200114-T11,0
HS200114-T12,0
HS200114-T13,0
HS200114-T14,0
HS200114-VI01,0
HS200114-VI02,0
HS200114-VI03,0
HS200114-VI04,0
HS200114-VI05,0
HS200114-VI06,0
HS200118-015,0
HS200118-016,15
HS200118-017,10
HS200118-018,20
HS200118-019,0
HS200118-020,0
HS200118-021,0
HS200118-022,0
HS200118-023,0
HS200118-024,0
HS200118-025,0
HS200118-026,100
HS200118-027,0
HS200118-028,15
HS200118-029,0
HS200118-030,0
HS200118-031,0
HS200118-032,0
HS200118-033,100
HS200118-034,15
HS200118-035,0
HS200118-036,15
HS200118-037,0
HS200118-038,0
HS200118-039,74
HS200118-040,72
HS200118-041,0
HS200118-042,10
HS200118-043,90
HS200118-044,90
HS200118-045,65
HS200118-046,92
HS200118-047,45
HS200118-048,75
HS200118-049,45
HS200118-050,75
HS200118-051,66
HS200118-052,66
HS200118-053,0
HS200118-054,60
HS200118-055,10
HS200118-056,8
HS200118-057,0
HS200118-058,15
HS200118-059,0
HS200118-060,15
HS200118-061,0
HS200118-062,190
HS200118-063,0
HS200118-064,15
HS200118-065,0
HS200118-066,15
HS200118-067,0
HS200118-068,308
HS200118-069,8
HS200118-070,15
HS200118-071,0
HS200118-072,0
HS200118-073,176
HS200118-074,260
HS200118-075,0
HS200118-076,0
HS200118-077,0
HS200118-078,100
HS200118-079,350
HS200118-080,375
HS200118-081,325
HS200118-082,35
HS200118-083,135
HS200118-084,275
HS200118-085,0
HS200118-086,0
HS200118-087,0
HS200118-088,0
HS200118-089,0
HS200118-090,0
HS200118-091,0
HS200118-092,0
HS200118-093,460
HS200118-094,20
HS200118-095,0
HS200118-096,0
HS200118-097,0
HS200118-098,70
HS200118-099,280
HS200118-100,0
HS200118-101,0
HS200118-102,0
HS200118-103,0
HS200118-104,0
HS200118-105,0
HS200118-106,0
HS200118-107,0
HS200118-108,0
HS200136-B01,0
HS200136-B02,0
HS200136-B03,0
HS200136-B04,0
HS200136-B05,0
HS200136-B06,0
HS200136-B07,15
HS200136-B08,15
HS200136-B09,15
HS200136-B10,15
HS200136-LP03,0
HS200136-QCST01,0
HS200136-QCST02,0
HS200136-QCST03,0
HS200136-QCST04,0
HS200136-QCST05,0
HS200136-RI01,0
HS200136-RI02,0
HS200136-RI03,0
HS200136-RI04,0
HS200136-RI05,0
HS200136-SEA01,0
HS200136-SEA02,0
HS200136-SEA03,0
HS200136-SEA04,0
HS200136-VI01,0
HS200136-VI02,0
HS200136-VI03,0
HS200136-VI04,0
HS200136-VI05,0
HS200136-VI06,0
HS200136-VI07,0
HS200136-VI08,0
HS200136-VI09,0
HS200136-VI11,0
HS200136-VI12,0
HS200136-VI13,0
HS200136-VI14,0
HS200136-VI15,0
HS200136-VI16,0
HS200136-VI17,0
HS200136-VI18,0
HS200136-VI19,0
HS200136-VI20,0
HS200215-H05,9
HS200215-H06,9
HS200215-H07,9
HS200215-HS01,9
HS200215-HS02,9
HS200215-IBC01,9
HS200215-IBC02,9
HS200215-IBC03,9
HS200215-IBC04,9
HS200215-IBC05,9
HS200215-IBC06,9
HS200215-IBC07,9
HS200215-IBC08,9
HS200215-IBC09,9
HS200215-IBC10,9
HS200215-JF01,18
HS200215-JF02,14
HS200215-JF03,18
HS200215-QCS01,9
HS200215-RI01,9
HS200215-RI02,9
HS200215-RI03,9
HS200215-RI04,9
HS200215-RI05,9
HS200215-T01,9
HS200215-T02,9
HS200215-T03,9
HS200215-T04,9
HS200136-VI21,0
HS200136-VI22,0
HS200205-B01,0
HS200205-B02,30
HS200205-B03,30
HS200205-B04,30
HS200205-B05,15
HS200205-B06,15
HS200205-B07,15
HS200205-B08,15
HS200205-B09,15
HS200205-DE01,0
HS200205-DE02,0
HS200205-DE03,5
HS200205-DE04,12
HS200205-EP01,0
HS200205-EP02,0
HS200205-EP03,0
HS200205-EP04,0
HS200205-EP05,15
HS200205-EP06,15
HS200205-EP07,15
HS200205-EP08,15
HS200205-EP09,25
HS200205-EP10,15
HS200205-EP11,15
HS200205-EP12,10
HS200205-H01,0
HS200205-H02,25
HS200205-H03,0
HS200205-H04,0
HS200205-H05,0
HS200205-HS01,0
HS200205-HS02,0
HS200205-HS03,0
HS200205-HS04,0
HS200205-IBC01,15
HS200205-ISEA01,0
HS200205-ISEA02,0
HS200205-ISEA03,20
HS200205-ISEA04,0
HS200205-ISEA05,30
HS200205-ISEA06,0
HS200205-ISEA07,0
HS200205-ISEA08,0
HS200205-ISEA09,0
HS200205-ISEA10,0
HS200205-ISEA11,0
HS200205-ISEA12,0
HS200205-ISEA13,30
HS200205-ISEA14,30
HS200205-ISEA15,0
HS200205-ISEA16,30
HS200205-ISEA17,30
HS200205-ISEA18,15
HS200205-ISEA19,30
HS200205-IVI01,0
HS200205-IVI02,0
HS200205-IVI03,0
HS200205-IVI04,0
HS200205-IVI05,0
HS200205-IVI06,0
HS200205-IVI07,0
HS200205-IVI08,0
HS200205-IVI09,0
HS200205-JF01,0
HS200205-JF02,0
HS200205-JS01,30
HS200205-JS02,30
HS200205-JS03,30
HS200205-JS04,30
HS200205-JS05,30
HS200205-QCS01,30
HS200205-T01,0
HS200205-T02,0
HS200205-T03,0
HS200205-T04,0
HS200205-T05,0
HS200205-T06,0
HS200205-T07,0
HS200205-T08,0
HS200205-T09,0
HS200205-T10,0
HS200205-T11,0
HS200205-T12,0
HS200205-VI01,0
HS200205-VI02,0
HS200205-VI03,0
HS200205-VI04,0
HS200205-VI05,0
HS200205-VI06,0
HS200205-VI07,0
HS200205-VI08,0
HS200215-D05,9
HS200215-D06,9
HS200215-D07,9
HS200215-D08,9
HS200215-D09,9
HS200215-D10,9
HS200215-D11,9
HS200215-D12,9
HS200215-D13,9
HS200215-DE01,9
HS200215-DE02,9
HS200215-DE03,9
HS200215-DE04,9
HS200215-DE05,9
HS200215-DE06,9
HS200215-DE07,9
HS200215-EP01,15
HS200215-EP02,15
HS200215-EP03,15
HS200215-EP04,15
HS200215-EP05,15
HS200215-EP06,15
HS200215-EP07,15
HS200215-EP08,15
HS200215-EP09,10
HS200215-EP10,10
HS200215-EP11,10
HS200215-H01,9
HS200215-H02,9
HS200215-H03,9
HS200215-H04,9
HS200215-T05,9
HS200215-T06,9
HS200215-T07,10
HS200215-T08,10
HS200215-T09,10
HS200215-T10,10
HS200215-T11,10
HS200215-T12,10
HS200215-T13,10
HS200215-VI01,15
HS200235-DE02,0
HS200235-DE03,0
HS200235-DE04,0
HS200235-DE05,0
HS200235-EP01,0
HS200238-IVI10,0
HS200238-IVI11,0
HS200238-IVI12,0
HS200238-IVI13,0
HS200238-IVI14,0
HS200238-IVI15,0
HS200238-IVI16,0
HS200238-IVI17,0
HS200238-IVI18,0
HS200238-IVI19,0
HS200238-IVI20,0
HS200238-IVI21,0
HS200238-QCST01,15
HS200238-QCST02,15
HS200238-QCST03,15
HS200238-SEA01,0
HS200238-SEA02,10
HS200238-SEA03,0
HS200238-SEA04,0
HS200238-SEA05,0
HS200238-SEA06,0
HS200238-SEA07,0
HS200238-SEA08,0
HS200238-SEA09,0
HS200238-SEA10,0
HS200238-SEA11,0
HS200238-T01,0
HS200238-T02,0
HS200238-T03,0
HS200238-T04,0
HS200238-T05,0
HS200238-T06,0
HS200238-T07,0
HS200238-T08,0
HS200238-T09,0
HS200238-T10,0
HS200238-T11,0
HS200238-T12,0
HS200238-T13,0
HS200238-VI01,0
HS200238-VI02,0
HS200238-VI03,0
HS200238-VI04,0
HS200238-VI05,0
HS200238-VI06,0
HS200238-VI07,0
HS200238-VI08,0
HS200238-VI09,0
HS200304-DE01,0
HS200304-DE02,0
HS200304-DE03,0
HS200304-DE04,0
HS200304-DE05,0
HS200304-DE06,0
HS200304-DE07,0
HS200304-EP01,0
HS200304-EP02,0
HS200304-EP03,0
HS200304-EP04,0
HS200304-EP05,0
HS200304-EP06,0
HS200304-EP07,0
HS200304-EP08,0
HS200304-EP09,0
HS200304-EP10,0
HS200304-EP11,0
HS200304-EP12,0
HS200304-FI01,0
HS200304-FI02,0
HS200304-FI03,0
HS200304-FI04,0
HS200304-FI05,0
HS200304-FI06,0
HS200304-FI07,0
HS200304-FI08,0
HS200304-FI09,0
HS200304-FI10,0
HS200304-FI11,0
HS200304-FI12,0
HS200304-FI13,0
HS200304-HS01,0
HS200304-HS02,0
HS200304-HS03,0
HS200304-HS04,0
HS200304-HS05,0
HS200304-HS06,0
HS200304-HS07,0
HS200304-ISEA01,0
HS200304-ISEA02,0
HS200304-ISEA03,0
HS200304-ISEA04,0
HS200304-IVI01,0
HS200304-IVI03,0
HS200304-IVI04,0
HS200304-IVI05,0
HS200304-IVI06,0
HS200304-IVI07,0
HS200304-IVI08,0
HS200304-IVI09,0
HS200304-IVI10,0
HS200304-IVI11,0
HS200304-IVI12,0
HS200304-IVI13,0
HS200304-IVI14,0
HS200304-IVI15,0
HS200304-IVI16,0
HS200304-T01,0
HS200304-T02,0
HS200304-T03,0
HS200304-T04,0
HS200304-T05,0
HS200304-T06,0
HS200304-T07,0
HS200304-T08,0
HS200304-T09,0
HS200304-T10,0
HS200304-T11,0
HS200304-T12,0
HS200304-VI01,0
HS200304-VI02,0
HS200304-VI03,0
HS200304-VI04,0
HS200304-VI05,0
HS200313-EP01,0
HS200313-EP02,0
HS200313-EP03,0
HS200313-EP04,0
HS200313-EP05,0
HS200313-EP06,0
HS200313-EP07,0
HS200313-EP08,0
HS200313-EP09,0
HS200313-EP10,0
HS200313-EP11,0
HS200313-EP12,0
HS200313-IVI01,0
HS200313-IVI02,0
HS200313-IVI03,0
HS200313-IVI04,0
HS200313-VI01,0
HS200313-VI02,0
HS200313-VI03,0
HS200313-VI04,0
HS200313-VI05,0
HS200316-109-1,0
HS200316-109-2,0
HS200316-109-3,0
HS200316-109-4,0
HS200316-109-8,0
HS200336-DE01,0
HS200336-DE02,0
HS200336-DE03,0
HS200336-DE04,0
HS200336-DE05,0
HS200336-DE06,0
HS200336-DE07,0
HS200336-DE08,0
HS200336-FI01,0
HS200336-FI02,0
HS200336-FI03,0
HS200336-FI05,0
HS200336-FI06,0
HS200336-FI07,0
HS200336-FI08,0
HS200336-HS01,0
HS200336-HS02,0
HS200336-HS03,0
HS200336-IBC01,0
HS200336-IBC02,0
HS200336-IBC03,0
HS200336-IBC04,0
HS200336-IBC05,0
HS200336-IBC06,0
HS200336-IBC07,0
HS200336-IBC08,0
HS200336-IBC09,0
HS200336-IBC10,0
HS200336-IBC11,0
HS200336-IBC12,0
HS200336-IBC13,0
HS200336-IBC14,0
HS200336-IBC15,0
HS200336-IBC16,0
HS200336-IBC17,0
HS200336-IBC18,0
HS200336-IBC19,0
HS200336-ISEA01,0
HS200336-ISEA02,0
HS200336-ISEA03,0
HS200336-ISEA04,0
HS200336-ISEA05,0
HS200336-ISEA06,0
HS200336-ISEA07,0
HS200336-ISEA08,0
HS200336-ISEA09,0
HS200336-ISEA10,0
HS200336-ISEA11,0
HS200336-ISEA12,0
HS200336-ISEA13,40
HS200336-ISEA14,50
HS200336-ISEA15,20
HS200336-ISEA16,0
HS200336-ISEA17,0
HS200336-ISEA18,0
HS200336-ISEA19,0
HS200336-ISEA20,0
HS200336-ISEA21,0
HS200336-ISEA22,0
HS200336-ISEA23,0
HS200336-ISEA24,0
HS200336-ISEA25,0
HS200336-IVI01,0
HS200336-IVI02,0
HS200336-IVI03,0
HS200336-IVI04,0
HS200336-IVI05,0
HS200336-IVI06,0
HS200336-IVI07,0
HS200336-IVI08,0
HS200336-IVI09,0
HS200336-IVI10,0
HS200336-IVI11,0
HS200336-IVI12,0
HS200336-IVI13,0
HS200336-IVI14,0
HS200336-IVI15,0
HS200336-IVI16,0
HS200336-IVI17,0
HS200336-IVI18,0
HS200336-IVI19,0
HS200336-IVI20,0
HS200336-T01,0
HS200336-T02,0
HS200336-T03,0
HS200336-T04,0
HS200336-T05,0
HS200336-T06,0
HS200336-T07,0
HS200336-VI01,0
HS200336-VI02,0
HS200336-VI04,0
HS200336-VI05,0
HS200336-VI06,0
HS200336-VI07,0
HS200403-DE01,0
HS200403-DE02,0
HS200403-DE03,0
HS200403-DE04,0
HS200403-DE05,0
