UNIQUE_EVENT,n_JUV,n_AD,n_TOTAL,Species
HS200765-DE07,5,0,5,PINK
HS200765-EP01,0,0,0,PINK
HS200765-EP02,0,0,0,PINK
HS200765-EP03,0,0,0,PINK
HS200765-EP04,0,0,0,PINK
HS200765-EP05,0,0,0,PINK
HS200765-EP05B,0,0,0,PINK
HS200765-EP06,0,0,0,PINK
HS200765-EP06B,0,0,0,PINK
HS200765-EP07,0,0,0,PINK
HS200765-FI01,152,0,152,PINK
HS200765-FI02,537,0,537,PINK
HS200765-FI03,7,0,7,PINK
HS200765-FI04,13,0,13,PINK
HS200765-FI05,16,0,16,PINK
HS200765-FI06,1,0,1,PINK
HS200765-H01,0,0,0,PINK
HS200765-H02,1,0,1,PINK
HS200765-H03,2,0,2,PINK
HS200765-H04,1,0,1,PINK
HS200765-H05,11,0,11,PINK
HS200765-H06,91,0,91,PINK
HS200765-IBC01,0,0,0,PINK
HS200765-IBC02,0,0,0,PINK
HS200765-IBC03,0,0,0,PINK
HS200765-IBC04,0,0,0,PINK
HS200765-IBC05,0,0,0,PINK
HS200765-IBC06,0,0,0,PINK
HS200765-IBC07,0,0,0,PINK
HS200765-IBC08,30,0,30,PINK
HS200765-IBC09,1,0,1,PINK
HS200765-IBC30,0,0,0,PINK
HS200765-IBC31,0,0,0,PINK
HS200765-IBC32,0,0,0,PINK
HS200765-IBC33,1,0,1,PINK
HS200765-IBC34,1,0,1,PINK
HS200765-IBC35,19,0,19,PINK
HS200765-IBC36,260,0,260,PINK
HS200765-IBC37,10,0,10,PINK
HS200765-IBC38,0,0,0,PINK
HS200765-IBC39,0,0,0,PINK
HS200765-IBC40,0,0,0,PINK
HS200765-IBC41,0,0,0,PINK
HS200765-IBC42,7,0,7,PINK
HS200765-IBC43,6,0,6,PINK
HS200765-IBC44,8,0,8,PINK
HS200765-IBC45,39,0,39,PINK
HS200765-IBC46,23,0,23,PINK
HS200765-IBC47,0,0,0,PINK
HS200765-IBC48,0,0,0,PINK
HS200765-IBC49,0,0,0,PINK
HS200765-IBC50,0,0,0,PINK
HS200765-IBC51,0,0,0,PINK
HS200765-IBC52,0,0,0,PINK
HS200765-IBC53,0,0,0,PINK
HS200765-IBC54,1,0,1,PINK
HS200765-IBC55,0,0,0,PINK
HS200765-IBC56,1,0,1,PINK
HS200765-IBC57,0,0,0,PINK
HS200765-ISEA01,5,0,5,PINK
HS200765-ISEA02,29,0,29,PINK
HS200765-ISEA03,4,0,4,PINK
HS200765-ISEA04,2,0,2,PINK
HS200765-ISEA05,0,0,0,PINK
HS200765-ISEA06,0,0,0,PINK
HS200765-ISEA07,1,0,1,PINK
HS200765-ISEA08,0,0,0,PINK
HS200765-ISEA09,1,0,1,PINK
HS200765-ISEA10,4,0,4,PINK
HS200765-ISEA11,1,0,1,PINK
HS200765-ISEA12,0,0,0,PINK
HS200765-ISEA13,5,0,5,PINK
HS200765-ISEA14,1,0,1,PINK
HS200765-ISEA15,0,0,0,PINK
HS200765-IVI01,0,0,0,PINK
HS200765-IVI02,0,0,0,PINK
HS200765-IVI03,0,0,0,PINK
HS200765-IVI04,0,0,0,PINK
HS200765-IVI05,0,0,0,PINK
HS200765-IVI06,0,0,0,PINK
HS200765-IVI07,0,0,0,PINK
HS200765-IVI08,0,0,0,PINK
HS200765-IVI10,0,0,0,PINK
HS200765-IVI11,0,0,0,PINK
HS200765-IVI13,0,0,0,PINK
HS200765-IVI14,0,0,0,PINK
HS200765-IVI15,0,0,0,PINK
HS200765-IVI16,0,0,0,PINK
HS200765-IVI17,0,0,0,PINK
HS200765-IVI18,0,0,0,PINK
HS200765-IVI19,0,0,0,PINK
HS200765-IVI20,0,0,0,PINK
HS200765-IVI21,0,0,0,PINK
HS200765-IVI22,0,0,0,PINK
HS200765-IVI23,0,0,0,PINK
HS200765-IVI24,0,0,0,PINK
HS200765-IVI25,0,0,0,PINK
HS200765-IVI26,0,0,0,PINK
HS200765-IVI27,0,0,0,PINK
HS200765-IVI28,0,0,0,PINK
HS200765-IVI29,0,0,0,PINK
HS200765-JF01,0,0,0,PINK
HS200765-JF02,0,0,0,PINK
HS200765-JF03,0,0,0,PINK
HS200765-JF04,0,0,0,PINK
HS200765-JF05,0,0,0,PINK
HS200765-JF06,0,0,0,PINK
HS200765-JF07,0,0,0,PINK
HS200765-VI01,0,0,0,PINK
HS200765-VI02,0,0,0,PINK
HS200765-VI03,0,0,0,PINK
HS200765-VI04,0,0,0,PINK
HS200765-VI05,0,0,0,PINK
HS200765-VI06,0,0,0,PINK
HS200765-VI07,0,0,0,PINK
HS200765-VI08,0,0,0,PINK
HS200765-VI09,0,0,0,PINK
HS200765-VI10,0,0,0,PINK
HS200765-VI11,0,0,0,PINK
HS200765-VI12,0,0,0,PINK
HS200765-VI13,0,0,0,PINK
HS200765-VI14,0,0,0,PINK
HS200765-VI15,0,0,0,PINK
HS200765-VI16,0,0,0,PINK
HS200765-VI17,0,0,0,PINK
HS200765-VI18,0,0,0,PINK
HS200765-VI19,0,0,0,PINK
HS200765-VI20,0,0,0,PINK
HS200765-VI21,0,0,0,PINK
HS200765-VI22,0,0,0,PINK
HS200765-VI23,0,0,0,PINK
HS200765-VI24,0,0,0,PINK
HS200812-EP01,0,0,0,PINK
HS200812-EP02,0,0,0,PINK
HS200812-EP03,0,0,0,PINK
HS200812-EP04,0,0,0,PINK
HS200812-EP05,0,0,0,PINK
HS200812-EP06,0,0,0,PINK
HS200812-EP07,0,0,0,PINK
HS200812-GS01,0,0,0,PINK
HS200812-GS02,0,0,0,PINK
HS200812-GS03,0,0,0,PINK
HS200812-GS04,0,0,0,PINK
HS200812-GS05,0,0,0,PINK
HS200812-GS06,0,0,0,PINK
HS200812-GS07,0,0,0,PINK
HS200812-GS08,0,0,0,PINK
HS200812-GS09,0,0,0,PINK
HS200812-GS10,0,0,0,PINK
HS200812-GS11,0,0,0,PINK
HS200812-GS12,0,0,0,PINK
HS200812-GS13,0,0,0,PINK
HS200812-GS14,0,0,0,PINK
HS200812-GS15,0,0,0,PINK
HS200812-GS16,0,0,0,PINK
HS200812-GS17,0,0,0,PINK
HS200812-GS18,0,0,0,PINK
HS200812-GS19,0,0,0,PINK
HS200812-GS20,0,0,0,PINK
HS200812-GS21,0,0,0,PINK
HS200812-GS22,0,0,0,PINK
HS200812-GS23,0,0,0,PINK
HS200812-GS24,0,0,0,PINK
HS200812-GS25,0,0,0,PINK
HS200812-GS26,0,0,0,PINK
HS200812-GS27,0,0,0,PINK
HS200812-GS28,0,0,0,PINK
HS200812-GS29,0,0,0,PINK
HS200812-GS30,0,0,0,PINK
HS200812-GS31,0,0,0,PINK
HS200812-GS32,0,0,0,PINK
HS200812-GS33,0,0,0,PINK
HS200812-GS34,0,0,0,PINK
HS200812-GS35,0,0,0,PINK
HS200812-GS36,0,0,0,PINK
HS200812-GS37,0,0,0,PINK
HS200812-GS38,0,0,0,PINK
HS200812-GS39,0,0,0,PINK
HS200812-GS40,0,0,0,PINK
HS200812-GS41,0,0,0,PINK
HS200812-GS42,0,0,0,PINK
HS200812-GS43,0,0,0,PINK
HS200812-GS44,0,0,0,PINK
HS200812-GS45,0,0,0,PINK
HS200812-GS46,0,0,0,PINK
HS200812-GS47,0,0,0,PINK
HS200812-GS48,0,0,0,PINK
HS200812-GS49,0,0,0,PINK
HS200812-GS50,0,0,0,PINK
HS200812-GS51,0,0,0,PINK
HS200812-IBC01,0,0,0,PINK
HS200812-IBC02,0,0,0,PINK
HS200812-IBC03,0,0,0,PINK
HS200812-IBC04,0,0,0,PINK
HS200812-IBC05,0,0,0,PINK
HS200812-IBC06,0,0,0,PINK
HS200812-IBC07,0,0,0,PINK
HS200812-IBC08,0,0,0,PINK
HS200812-IBC09,0,0,0,PINK
HS200812-IBC10,0,0,0,PINK
HS200812-IBC11,0,0,0,PINK
HS200812-IBC12,0,0,0,PINK
HS200812-IBC13,0,0,0,PINK
HS200812-IBC14,0,0,0,PINK
HS200812-IBC15,0,0,0,PINK
HS200812-IBC16,0,0,0,PINK
HS200812-IBC17,0,0,0,PINK
HS200812-IBC18,0,0,0,PINK
HS200812-IBC19,0,0,0,PINK
HS200812-IBC20,0,0,0,PINK
HS200812-IVI01,0,0,0,PINK
HS200812-IVI02,0,0,0,PINK
HS200812-IVI03,0,0,0,PINK
HS200812-IVI04,0,0,0,PINK
HS200812-IVI05,0,0,0,PINK
HS200812-IVI06,0,0,0,PINK
HS200812-IVI07,0,0,0,PINK
HS200812-IVI08,0,0,0,PINK
HS200812-IVI09,0,0,0,PINK
HS200812-IVI10,0,0,0,PINK
HS200812-IVI11,0,0,0,PINK
HS200812-IVI12,0,0,0,PINK
HS200812-IVI13,0,0,0,PINK
HS200812-IVI14,0,0,0,PINK
HS200812-IVI15,0,0,0,PINK
HS200812-IVI16,0,0,0,PINK
HS200812-IVI17,0,0,0,PINK
HS200812-IVI18,0,0,0,PINK
HS200812-IVI19,0,0,0,PINK
HS200812-IVI20,0,0,0,PINK
HS200812-IVI21,0,0,0,PINK
HS200812-IVI22,0,0,0,PINK
HS200812-IVI23,0,0,0,PINK
HS200812-IVI24,0,0,0,PINK
HS200812-IVI25,0,0,0,PINK
HS200812-IVI26,0,0,0,PINK
HS200812-IVI27,0,0,0,PINK
HS200812-IVI28,0,0,0,PINK
HS200812-IVI29,0,0,0,PINK
HS200812-IVI30,0,0,0,PINK
HS200812-IVI31,0,0,0,PINK
HS200812-IVI32,0,0,0,PINK
HS200812-IVI33,0,0,0,PINK
HS200812-JF01,0,0,0,PINK
HS200812-JF02,0,0,0,PINK
HS200812-JF03,0,0,0,PINK
HS200812-JF04,0,0,0,PINK
HS200812-JF05,0,0,0,PINK
HS200812-JF06,0,0,0,PINK
HS200812-PS01,0,0,0,PINK
HS200812-PS05,0,0,0,PINK
HS200812-PS06,0,0,0,PINK
HS200812-PS07,0,0,0,PINK
HS200812-PS08,0,0,0,PINK
HS200812-PS09,0,0,0,PINK
HS200812-PS10,0,0,0,PINK
HS200812-PS11,0,0,0,PINK
HS200812-PS12,0,0,0,PINK
HS200812-PS13,0,0,0,PINK
HS200812-PS14,0,0,0,PINK
HS200812-PS15,0,0,0,PINK
HS200812-T02,0,0,0,PINK
HS200812-T03,0,0,0,PINK
HS200812-T04,0,0,0,PINK
HS200812-T05,0,0,0,PINK
HS200812-T06,0,0,0,PINK
HS200812-T07,0,0,0,PINK
HS200812-T08,0,0,0,PINK
HS200812-VI01,0,0,0,PINK
HS200812-VI02,0,0,0,PINK
HS200812-VI03,0,0,0,PINK
HS200812-VI04,0,0,0,PINK
HS200812-VI05,0,0,0,PINK
HS200812-VI06,0,0,0,PINK
HS200812-VI07,0,0,0,PINK
HS200812-VI08,0,0,0,PINK
HS200812-VI09,0,0,0,PINK
HS200812-VI10,0,0,0,PINK
HS200812-VI11,0,0,0,PINK
HS200812-VI12,0,0,0,PINK
HS200814-D01,0,24,24,PINK
HS200814-D04,0,8,8,PINK
HS200814-D05,0,6,6,PINK
HS200814-D06,0,25,25,PINK
HS200814-D07,0,13,13,PINK
HS200814-DE04,0,41,41,PINK
HS200814-DE05,0,2,2,PINK
HS200814-DE06,0,2,2,PINK
HS200814-DT01,12,21,33,PINK
HS200814-DT02,3,5,8,PINK
HS200814-DT03,1,24,25,PINK
HS200814-DT04,2,12,14,PINK
HS200814-DT05,0,7,7,PINK
HS200814-DT06,0,10,10,PINK
HS200814-DT07,1,4,5,PINK
HS200814-EP01,0,0,0,PINK
HS200814-EP02,0,0,0,PINK
HS200814-EP03,0,0,0,PINK
HS200814-EP04,0,0,0,PINK
HS200814-EP05,0,0,0,PINK
HS200814-EP06,0,2,2,PINK
HS200814-EP07,0,0,0,PINK
HS200814-EP08,0,1,1,PINK
HS200814-H02,0,0,0,PINK
HS200814-H03,0,0,0,PINK
HS200814-H04,0,0,0,PINK
HS200814-H05,0,0,0,PINK
HS200814-H06,0,1,1,PINK
HS200814-H07,2,0,2,PINK
HS200814-H08,0,0,0,PINK
HS200814-HS01,0,0,0,PINK
HS200814-HS02,0,0,0,PINK
HS200814-HS03,8,0,8,PINK
HS200814-HS04,1,0,1,PINK
HS200814-HS05,0,1,1,PINK
HS200814-HS06,0,0,0,PINK
HS200814-IVI01,0,0,0,PINK
HS200814-IVI02,0,0,0,PINK
HS200814-IVI03,0,0,0,PINK
HS200814-IVI04,0,0,0,PINK
HS200814-JF01,1,0,1,PINK
HS200814-JF02,0,0,0,PINK
HS200814-JF03,0,0,0,PINK
HS200814-JF04,0,0,0,PINK
HS200814-JF05,0,0,0,PINK
HS200814-JF06,0,0,0,PINK
HS200814-QCI01,0,1,1,PINK
HS200814-QCI02,0,15,15,PINK
HS200814-QCI03,0,0,0,PINK
HS200814-QCI04,0,13,13,PINK
HS200814-QCI05,0,1,1,PINK
HS200814-QCI06,0,6,6,PINK
HS200814-QCI07,0,1,1,PINK
HS200814-QCI08,0,12,12,PINK
HS200814-QCI09,0,19,19,PINK
HS200814-QCI10,0,0,0,PINK
HS200814-QCI11,0,1,1,PINK
HS200814-QCI12,0,1,1,PINK
HS200814-QCI13,0,8,8,PINK
HS200814-QCI14,0,2,2,PINK
HS200814-QCI15,0,0,0,PINK
HS200814-QCI16,0,0,0,PINK
HS200814-QCI17,0,0,0,PINK
HS200814-QCI18,0,6,6,PINK
HS200814-QCI19,0,4,4,PINK
HS200814-QCI20,0,0,0,PINK
HS200814-QCI21,0,0,0,PINK
HS200814-QCI22,0,0,0,PINK
HS200814-QCI23,0,1,1,PINK
HS200814-QCSD01,2,0,2,PINK
HS200814-T01,8,0,8,PINK
HS200814-T02,22,0,22,PINK
HS200814-T03,0,0,0,PINK
HS200814-T04,1,0,1,PINK
HS200814-T05,0,0,0,PINK
HS200814-T06,7,0,7,PINK
HS200814-T07,0,0,0,PINK
HS200814-T08,0,1,1,PINK
HS200814-VI01,0,0,0,PINK
HS200814-VI02,0,0,0,PINK
HS200814-VI03,0,0,0,PINK
HS200814-VI04,0,0,0,PINK
HS200814-VI05,0,0,0,PINK
HS200814-VI06,0,0,0,PINK
HS200814-VI07,0,0,0,PINK
HS200814-VI08,0,0,0,PINK
HS200814-VI09,0,0,0,PINK
HS200814-VI10,0,0,0,PINK
HS200814-VI11,0,0,0,PINK
HS200814-VI12,0,0,0,PINK
HS200814-VI13,0,0,0,PINK
HS200814-VI14,0,2,2,PINK
HS200814-VI15,0,1,1,PINK
HS200814-VI16,0,0,0,PINK
HS200814-VI17,0,0,0,PINK
HS200814-VI18,0,1,1,PINK
HS200814-VI19,0,0,0,PINK
HS200814-VI20,0,0,0,PINK
HS200814-VI21,0,1,1,PINK
HS200814-VI22,0,0,0,PINK
HS200814-VI23,0,0,0,PINK
HS200814-VI24,0,0,0,PINK
HS200814-VI25,0,2,2,PINK
HS200814-VI26,0,6,6,PINK
HS200814-VI27,0,1,1,PINK
HS200814-VI28,0,0,0,PINK
HS200815-B01,4,0,4,PINK
HS200815-B02,6,0,6,PINK
HS200815-B03,8,0,8,PINK
HS200815-B04,0,0,0,PINK
HS200815-B05,0,0,0,PINK
HS200815-B06,0,0,0,PINK
HS200815-B07,0,0,0,PINK
HS200815-B08,0,0,0,PINK
HS200815-DE01,349,0,349,PINK
HS200815-DE02,145,0,145,PINK
HS200815-DE03,98,0,98,PINK
HS200815-DE04,187,0,187,PINK
HS200815-DE05,150,0,150,PINK
HS200815-DE06,2,0,2,PINK
HS200815-EP04,0,0,0,PINK
HS200815-EP05,2,0,2,PINK
HS200815-EP06,0,0,0,PINK
HS200815-EP07,0,0,0,PINK
HS200815-FI01,3,0,3,PINK
HS200815-FI02,27,0,27,PINK
HS200815-FI03,10,0,10,PINK
HS200815-FI04,3,0,3,PINK
HS200815-FI05,8,0,8,PINK
HS200815-FI06,11,0,11,PINK
HS200815-FI07,1,0,1,PINK
HS200815-FI08,2,0,2,PINK
HS200815-GS01,11,0,11,PINK
HS200815-GS02,7,0,7,PINK
HS200815-GS03,1,0,1,PINK
HS200815-GS04,27,0,27,PINK
HS200815-GS05,0,0,0,PINK
HS200815-GS06,10,0,10,PINK
HS200815-GS07,7,0,7,PINK
HS200815-GS11,4,0,4,PINK
HS200815-GS12,0,0,0,PINK
HS200815-GS13,0,0,0,PINK
HS200815-GS15,84,0,84,PINK
HS200815-GS16,0,0,0,PINK
HS200815-GS17,2,0,2,PINK
HS200815-GS18,1,0,1,PINK
HS200815-GS19,5,0,5,PINK
HS200815-GS20,0,0,0,PINK
HS200815-H01,22,0,22,PINK
HS200815-H02,31,0,31,PINK
HS200815-H03,19,0,19,PINK
HS200815-H04,16,0,16,PINK
HS200815-H05,51,0,51,PINK
HS200815-H06,715,0,715,PINK
HS200815-IBC01,5,0,5,PINK
HS200815-IBC02,43,0,43,PINK
HS200815-IBC03,0,0,0,PINK
HS200815-IBC04,0,0,0,PINK
HS200815-IBC05,14,0,14,PINK
HS200815-IBC06,22,0,22,PINK
HS200815-IBC07,66,0,66,PINK
HS200815-IBC08,114,0,114,PINK
HS200815-IBC09,46,0,46,PINK
HS200815-IBC10,0,0,0,PINK
HS200815-IBC11,0,0,0,PINK
HS200815-IBC12,0,0,0,PINK
HS200815-IBC13,0,0,0,PINK
HS200815-IBC14,0,0,0,PINK
HS200815-IBC15,0,0,0,PINK
HS200815-IBC16,0,0,0,PINK
HS200815-IBC17,0,0,0,PINK
HS200815-IBC18,0,0,0,PINK
HS200815-IBC19,0,0,0,PINK
HS200815-IBC20,0,0,0,PINK
HS200815-IBC21,1,0,1,PINK
HS200815-IBC22,0,0,0,PINK
HS200815-IBC23,0,0,0,PINK
HS200815-IBC24,0,0,0,PINK
HS200815-IBC25,0,0,0,PINK
HS200815-IBC26,0,0,0,PINK
HS200815-ISEA01,1,0,1,PINK
HS200815-ISEA02,1,0,1,PINK
HS200815-ISEA03,0,0,0,PINK
HS200815-ISEA04,14,0,14,PINK
HS200815-ISEA05,42,0,42,PINK
HS200815-ISEA06,8,0,8,PINK
HS200815-ISEA07,53,0,53,PINK
HS200815-ISEA08,5,0,5,PINK
HS200815-ISEA09,1,0,1,PINK
HS200815-ISEA10,1,0,1,PINK
HS200815-ISEA11,1,0,1,PINK
HS200815-ISEA12,0,0,0,PINK
HS200815-ISEA13,2,0,2,PINK
HS200815-ISEA14,1,0,1,PINK
HS200815-ISEA15,30,0,30,PINK
HS200815-ISEA16,22,0,22,PINK
HS200815-ISEA17,1,0,1,PINK
HS200815-ISEA18,18,0,18,PINK
HS200815-ISEA19,30,0,30,PINK
HS200815-ISEA20,13,0,13,PINK
HS200815-ISEA21,7,0,7,PINK
HS200815-ISEA22,399,0,399,PINK
HS200815-ISEA23,6,0,6,PINK
HS200815-ISEA24,41,0,41,PINK
HS200815-ISEA25,63,0,63,PINK
HS200815-ISEA26,47,0,47,PINK
HS200815-ISEA27,36,0,36,PINK
HS200815-ISEA28,8,0,8,PINK
HS200815-ISEA29,22,0,22,PINK
HS200815-ISEA30,115,0,115,PINK
HS200815-ISEA31,25,0,25,PINK
HS200815-ISEA32,17,0,17,PINK
HS200815-ISEA33,62,0,62,PINK
HS200815-ISEA34,15,0,15,PINK
HS200815-ISEA35,6,0,6,PINK
HS200815-ISEA36,9,0,9,PINK
HS200815-ISEA37,6,0,6,PINK
HS200815-IVI01,0,0,0,PINK
HS200815-IVI02,0,0,0,PINK
HS200815-IVI03,0,0,0,PINK
HS200815-IVI04,0,0,0,PINK
HS200815-IVI05,0,0,0,PINK
HS200815-IVI06,0,0,0,PINK
HS200815-IVI07,0,0,0,PINK
HS200815-IVI08,0,0,0,PINK
HS200815-IVI09,0,0,0,PINK
HS200815-IVI10,0,0,0,PINK
HS200815-IVI11,0,0,0,PINK
HS200815-IVI12,0,0,0,PINK
HS200815-IVI13,0,0,0,PINK
HS200815-IVI14,0,0,0,PINK
HS200815-IVI15,0,0,0,PINK
HS200815-IVI16,0,0,0,PINK
HS200815-IVI17,0,0,0,PINK
HS200815-IVI18,0,0,0,PINK
HS200815-IVI19,0,0,0,PINK
HS200815-IVI20,0,0,0,PINK
HS200815-IVI21,0,0,0,PINK
HS200815-IVI22,0,0,0,PINK
HS200815-JF01,109,0,109,PINK
HS200815-JF02,11,0,11,PINK
HS200815-JF03,3,0,3,PINK
HS200815-JF04,4,0,4,PINK
HS200815-JF05,2,0,2,PINK
HS200815-JF06,0,0,0,PINK
HS200815-JF07,7,0,7,PINK
HS200815-JS01,11,0,11,PINK
HS200815-JS02,13,0,13,PINK
HS200815-JS03,0,0,0,PINK
HS200815-QCST01,6,0,6,PINK
HS200815-QCST02,12,0,12,PINK
HS200815-QCST03,55,0,55,PINK
HS200815-QCST04,8,0,8,PINK
HS200815-T01,22,0,22,PINK
HS200815-T02,8,0,8,PINK
HS200815-T03,2,0,2,PINK
HS200815-T04,9,0,9,PINK
HS200815-VI01,0,0,0,PINK
HS200815-VI02,0,0,0,PINK
HS200815-VI03,240,0,240,PINK
HS200815-VI04,10,0,10,PINK
HS200815-VI05,7,0,7,PINK
HS200815-VI06,7,0,7,PINK
HS200901-DE01,0,0,0,PINK
HS200901-DE02,0,0,0,PINK
HS200901-DE03,0,0,0,PINK
HS200901-DE04,0,0,0,PINK
HS200901-DE05,0,0,0,PINK
HS200901-DE06,0,0,0,PINK
HS200901-EP02,0,0,0,PINK
HS200901-EP03,0,0,0,PINK
HS200901-EP04,0,0,0,PINK
HS200901-EP05,0,0,0,PINK
HS200901-EP06,0,0,0,PINK
HS200901-EP07,0,0,0,PINK
HS200901-FI01,0,0,0,PINK
HS200901-FI02,0,0,0,PINK
HS200901-FI03,0,0,0,PINK
HS200901-FI04,0,0,0,PINK
HS200901-FI05,0,0,0,PINK
HS200901-FI06,0,0,0,PINK
HS200901-FI07,0,0,0,PINK
HS200901-GS01,0,0,0,PINK
HS200901-GS02,0,0,0,PINK
HS200901-GS03,0,0,0,PINK
HS200901-GS04,1,0,1,PINK
HS200901-GS05,0,0,0,PINK
HS200901-GS06,0,0,0,PINK
HS200901-GS07,0,0,0,PINK
HS200901-GS08,0,0,0,PINK
HS200901-GS09,0,0,0,PINK
HS200901-GS10,0,0,0,PINK
HS200901-GS11,0,0,0,PINK
HS200901-GS12,0,0,0,PINK
HS200901-GS13,0,0,0,PINK
HS200901-GS14,0,0,0,PINK
HS200901-GS15,0,0,0,PINK
HS200901-GS16,0,0,0,PINK
HS200901-GS17,0,0,0,PINK
HS200901-GS18,0,0,0,PINK
HS200901-GS19,0,0,0,PINK
HS200901-GS20,0,0,0,PINK
HS200901-GS21,0,0,0,PINK
HS200901-GS22,0,0,0,PINK
HS200901-GS23,0,0,0,PINK
HS200901-GS24,0,0,0,PINK
HS200901-GS25,0,0,0,PINK
HS200901-GS26,0,0,0,PINK
HS200901-GS27,0,0,0,PINK
HS200901-GS28,0,0,0,PINK
HS200901-GS29,0,0,0,PINK
HS200901-GS30,0,0,0,PINK
HS200901-GS31,0,0,0,PINK
HS200901-GS32,0,0,0,PINK
HS200901-GS33,0,0,0,PINK
HS200901-H01,0,0,0,PINK
HS200901-H02,0,0,0,PINK
HS200901-H03,0,0,0,PINK
HS200901-H04,0,0,0,PINK
HS200901-H05,0,0,0,PINK
HS200901-H06,0,0,0,PINK
HS200901-IBC02,0,0,0,PINK
HS200901-IBC03,0,0,0,PINK
HS200901-IBC04,0,0,0,PINK
HS200901-IBC05,0,0,0,PINK
HS200901-IBC06,0,0,0,PINK
HS200901-IBC07,0,0,0,PINK
HS200901-IBC08,0,0,0,PINK
HS200901-IBC09,0,0,0,PINK
HS200901-IBC10,0,0,0,PINK
HS200901-IBC11,0,0,0,PINK
HS200901-IBC12,0,0,0,PINK
HS200901-ISEA01,0,0,0,PINK
HS200901-ISEA02,0,0,0,PINK
HS200901-ISEA03,0,0,0,PINK
HS200901-ISEA04,0,0,0,PINK
HS200901-ISEA05,0,0,0,PINK
HS200901-ISEA06,0,0,0,PINK
HS200901-ISEA07,0,0,0,PINK
HS200901-ISEA08,0,0,0,PINK
HS200901-ISEA09,0,0,0,PINK
HS200901-ISEA10,0,0,0,PINK
HS200901-ISEA11,0,0,0,PINK
HS200901-ISEA12,0,0,0,PINK
HS200901-ISEA13,0,0,0,PINK
HS200901-ISEA14,0,0,0,PINK
HS200901-ISEA15,0,0,0,PINK
HS200901-ISEA16,0,0,0,PINK
HS200901-ISEA17,0,0,0,PINK
HS200901-ISEA18,0,0,0,PINK
HS200901-ISEA19,0,0,0,PINK
HS200901-ISEA20,0,0,0,PINK
HS200901-ISEA21,0,0,0,PINK
HS200901-IVI01,0,0,0,PINK
HS200901-IVI02,0,0,0,PINK
HS200901-IVI03,0,0,0,PINK
HS200901-IVI04,0,0,0,PINK
HS200901-IVI05,0,0,0,PINK
HS200901-IVI06,0,0,0,PINK
HS200901-IVI07,0,0,0,PINK
HS200901-IVI08,0,0,0,PINK
HS200901-IVI09,0,0,0,PINK
HS200901-IVI10,0,0,0,PINK
HS200901-IVI11,0,0,0,PINK
HS200901-IVI12,0,0,0,PINK
HS200901-IVI13,0,0,0,PINK
HS200901-IVI14,0,0,0,PINK
HS200901-IVI15,0,0,0,PINK
HS200901-JF01,0,0,0,PINK
HS200901-JF02,0,0,0,PINK
HS200901-JF03,0,0,0,PINK
HS200901-JF04,0,0,0,PINK
HS200901-JF05,0,0,0,PINK
HS200901-JF06,0,0,0,PINK
HS200901-JS01,0,0,0,PINK
HS200901-JS02,0,0,0,PINK
HS200901-JS03,0,0,0,PINK
HS200901-QCSD01,0,0,0,PINK
HS200901-QCST01,0,0,0,PINK
HS200901-QCST02,0,0,0,PINK
HS200901-QCST03,0,0,0,PINK
HS200901-T01,0,0,0,PINK
HS200901-T02,0,0,0,PINK
HS200901-T03,0,0,0,PINK
HS200901-T04,0,0,0,PINK
HS200901-T05,0,0,0,PINK
HS200901-T06,0,0,0,PINK
HS200901-T07,0,0,0,PINK
HS200901-VI01,0,0,0,PINK
HS200901-VI02,0,0,0,PINK
HS200901-VI03,0,0,0,PINK
HS200901-VI04,0,3,3,PINK
HS200901-VI05,0,28,28,PINK
HS200901-VI06,0,1,1,PINK
HS200901-VI07,0,0,0,PINK
HS200901-VI08,0,0,0,PINK
HS200901-VI09,0,0,0,PINK
HS200901-VI10,0,0,0,PINK
HS200901-VI11,0,0,0,PINK
HS200901-VI12,0,0,0,PINK
HS200901-VI13,0,0,0,PINK
HS200901-VI14,0,0,0,PINK
HS200901-VI15,0,0,0,PINK
HS200901-VI16,0,0,0,PINK
HS200901-VI17,0,0,0,PINK
HS200901-VI18,0,0,0,PINK
HS200901-VI19,0,0,0,PINK
HS200941-D04,0,4,4,PINK
HS200941-D05,0,5,5,PINK
HS200941-D06,0,0,0,PINK
HS200941-DE01,0,19,19,PINK
HS200941-DE02,0,1,1,PINK
HS200941-DE03,0,10,10,PINK
HS200941-DE04,0,6,6,PINK
HS200941-DE05,0,7,7,PINK
HS200941-DE06,0,5,5,PINK
HS200941-DT01,0,19,19,PINK
HS200941-DT02,0,26,26,PINK
HS200941-DT03,0,15,15,PINK
HS200941-DT04,0,9,9,PINK
HS200941-DT05,0,8,8,PINK
HS200941-DT06,0,13,13,PINK
HS200941-EP01,0,0,0,PINK
HS200941-EP02,0,0,0,PINK
HS200941-EP03,0,0,0,PINK
HS200941-EP04,0,0,0,PINK
HS200941-EP05,0,0,0,PINK
HS200941-EP06,0,0,0,PINK
HS200941-H02,2,0,2,PINK
HS200941-H03,0,0,0,PINK
HS200941-H04,5,0,5,PINK
HS200941-H05,0,0,0,PINK
HS200941-H06,29,0,29,PINK
HS200941-H07,24,0,24,PINK
HS200941-HS01,0,0,0,PINK
HS200941-HS02,1,0,1,PINK
HS200941-IVI01,0,0,0,PINK
HS200941-IVI02,0,0,0,PINK
